StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
BIHAR,MUZAFFARPUR,BANDRA,,AGRICULTURE,Cereals,Wheat,Nutrient Management,Query about nutrient mangement in wheat ,"किसान भाई आप अपने गेहूं की फसल में  NPK 19:19:19 की 5 ग्राम मात्रा प्रति लीटर पानी की दर से स्प्रे करे I 
",2025-01-06T11:59:53.453,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Others,Others,Government Schemes,Query about Agricultural Input Subsidy Scheme-(2024-25).,"कृषक बंधू,कृषि इनपुट अनुदान योजना में क़िस्त जल्द ही जारी की जाएगी आप कुछ समय प्रतीक्षा करें |",2025-01-06T12:08:49.937,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,AGRICULTURE,Others,Others,Government Schemes,Query about apply for the Pradhan Mantri Kisan Samman Nidhi Yojana,किसान भाई प्रधानमंत्री किसान सम्माननिधि योजना मेंआप इस लिंक के माध्यम से आवेदन कर सकते हैं pmkisan.gov.in/RegistrationFormNew.aspx,2025-01-06T14:51:26.737,2025,1
BIHAR,MUZAFFARPUR,PAROO,,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,"Flower Dropping in Chilli Crop ..?
","महोदय आप मिर्च में फूल झड़ने से बचाने के लिए प्लानोफिक्स 1 ml दवा 4 लीटर पानी में घोल बना कर स्प्रे करें |
",2025-01-07T09:58:09.593,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Cereals,Wheat,	Plant Protection	,Query related to  Stem borer in paddy crop,कार्टाप हाइड्रोक्लोराइड 50 SP 400gm 120-150 लीटर पानी और स्टिकर मिलाकर छिड़काव करे | ,2025-01-07T11:32:41.353,2025,1
BIHAR,MUZAFFARPUR,SAKRA,,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला - मुजफ्फरपुर ब्लॉक -सकरा मे , 8 जनवरी से 12 जनवरी मे आपके क्षेत्र में वर्षा होने की संभावना नहीं है, और आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (22 डिग्री सेल्सियस और न्यूनतम तापमान 8 डिग्री सेल्सियस और हवा की गति 7 किलोमीटर प्रति घंटा) चलने की संभावना है। मौसम के अनुसार फसल की सिंचाई करें|",2025-01-07T16:17:06.74,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,AGRICULTURE,Cereals,Wheat,Weed Management,Query related to weed management in wheat,किसान भाई गेहूं के खेत में खरपतवार नियंत्रण के लिए निराई गुराई करवाए |,2025-01-07T17:12:54.633,2025,1
BIHAR,MUZAFFARPUR,SAKRA,,AGRICULTURE,Others,Others,Government Schemes,KVK Help line number,"वीके विवरण खोजें
मानचित्र देखें
केवीके विवरण
राज्य :

बिहार
जिला :
मुजफ्फरपुर
वापस
केवीके नाम मुजफ्फरपुर अतिरिक्त
केवीके पता कृषि विज्ञान केंद्र, तुर्की, मुजफ्फरपुर-II (बिहार) 844127
संपर्क विवरण डॉ. एम.एल. मीना, प्रमुख केवीके, संपर्क नंबर: +91-9414856397
लैंडलाइन नंबर 9414856397
फैक्स नंबर 9414856397
ईमेल head.kvk.turki@rpcau.ac.in
पिनकोड 844127
अटारी पता आईसीएआर-अटारी जोन-IV पटना
आईसीएआर-कृषि प्रौद्योगिकी अनुप्रयोग अनुसंधान संस्थान, जोन-IV, पटना।
मेजबान संस्थान पता डॉ. राजेंद्र प्रसाद केंद्रीय कृषि विश्वविद्यालय
पूसा, समस्तीपुर, बिहार",2025-01-07T19:45:17.137,2025,1
BIHAR,MUZAFFARPUR,KATRA,,HORTICULTURE,Vegetables,Potato,	Plant Protection	,query related about leaf curl in potato,Imidacloprid 17.8 SL @ 1 ml/3 लीटर पानी में मिलाकर छिड़काव  करे ,2025-01-08T10:26:59.8,2025,1
BIHAR,MUZAFFARPUR,AURAI,,AGRICULTURE,Cereals,Wheat,	Plant Protection	,Information about insect problem in Wheat...?,"श्रीमान जी कारटॉप हाइड्रोक्लोराइड 4 जी 8-10 किलोग्राम/एकड़ की दर से प्रयोग करें
",2025-01-08T13:55:03.277,2025,1
BIHAR,MUZAFFARPUR,SARAIYA,,AGRICULTURE,Cereals,Wheat,Weed Management,query about weed management in wheat crops ,किसान भाई गेहूं की फसल में सल्फोसल्फुरान 75% +मेटसल्फुरान 5% (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) की  16 ग्राम / 120 लीटर पानी में मिलाकर एक एकड़ की दर से छिरकाव करे|(चौड़ी पत्ती और सकरी पत्ती खरपतवार नियंत्रण हेतु)  ,2025-01-08T15:12:27.33,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,HORTICULTURE,Fruits,Mango,	Plant Protection	,"Mango die back
","किसान भाई रोगग्रस्त टहनियों को प्रभावित भाग से 2-3 इंच नीचे काट ले और संक्रमित पेड़ों पर कॉपर ऑक्सीक्लोराइड 3 ग्राम प्रति लीटर पानी का छिड़काव करने से रोग पर नियंत्रण होता है। कांटे गए टहनियों के कटे सिरे को कॉपर ऑक्सीक्लोराइड का लेप लगा दें |
",2025-01-08T15:30:42.873,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,Query about fall army warm management in maize,प्रिय कृषक बंधू आप क्लोरपाइरीफोस 50%+साइपरमेथ्रिन 5% EC @ 2ml /लीटर पानी दवा का छिड़काव करे,2025-01-08T16:57:38.33,2025,1
BIHAR,MUZAFFARPUR,SAKRA,,HORTICULTURE,Vegetables,Potato,Weather,Farmer asked query on Weather,महोदय जी मौसम से संबंधित अधिक जानकारी के लिए आप 18001801717 नंबर से संपर्क करें ,2025-01-08T18:31:11.47,2025,1
BIHAR,MUZAFFARPUR,BANDRA,,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,Prevention of Fall army warm in maize query related ,"प्रिय कृषक बंधू मक्का में फॉल आर्मी वर्म कीट के प्रबंधन के लिए प्रोफेनोफॉस 40% + साइपरमेथ्रिन 4% ईसी का छिड़काव 2 मिलीलीटर प्रति लीटर पानी में स्टीकर के साथ मिलाकर छिड़काव करें |
",2025-01-09T10:47:35.24,2025,1
BIHAR,MUZAFFARPUR,GAIGHAT,,AGRICULTURE,Cereals,Wheat,	Plant Protection	,query related about yellowings of leaf in wheat,Carbendazim 12% + Mancozeb 63% WP की 2 ग्राम मात्रा प्रति लीटर पानी की दर से स्प्रे करे | ,2025-01-09T12:21:00.31,2025,1
BIHAR,MUZAFFARPUR,GAIGHAT,,AGRICULTURE,Cereals,Wheat,	Plant Protection	,Query about management of chlorosis in wheat crop.,"कृषक बंधू , गेहू के फसल में Sulphur 80% WDG का 2 ग्राम मात्रा प्रति लीटर पानी में घोल बनाकर छिड़काव करें |",2025-01-09T12:22:28.82,2025,1
BIHAR,MUZAFFARPUR,SARAIYA,,HORTICULTURE,Fruits,Jack Fruit,	Plant Protection	, Query about Rhizopus rot in jack fruit  ," 

किसान भाई कटहल में राइजोपस रॉट बीमारी के नियंत्रण के लिए कॉपर ऑक्सीकॉलोराइड  3 ग्राम प्रति लीटर पानी और स्टिकर को मिलाकर छिड़काव 15 दिन के अंतराल पर दो बार करें | ",2025-01-09T12:48:03.727,2025,1
BIHAR,MUZAFFARPUR,KATRA,,AGRICULTURE,Millets,Maize (Makka),Weed Management,WEED MANAGEMENT RELATED QUERY IN MAIZE,किसान भाई अभी आप कोई दवा का स्प्रे नहीं करे केवल निराई गुराई करे  ,2025-01-09T13:30:53.12,2025,1
BIHAR,MUZAFFARPUR,KATRA,,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,query related about a stem Borer in maize,Emamectin Benzoate 5% 4 ग्राम  प्रति 10 लीटर पानी की दर से स्प्रे करे ,2025-01-09T13:31:58.047,2025,1
BIHAR,MUZAFFARPUR,AURAI,,AGRICULTURE,Others,Others,Government Schemes,Query about next installment of pm kisan,किसान भाई पीएम किसान की अगली किस्त फरवरी में आने की संभावना है कृपया प्रतीक्षा करें,2025-01-09T14:46:22.86,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,Query about Stem borer of maize,"किसान भाई मक्के में स्पाइनटोरम 11.7 एससी@170 मिली/एकड़/120 लीटर पानी का छिड़काव करें या  
क्लोरएंट्रानिलिप्रोल 18.5 एससी@80 मिली/एकड़/120 लीटर पानी का छिड़काव करे ",2025-01-09T15:20:34.337,2025,1
BIHAR,MUZAFFARPUR,KATRA,,AGRICULTURE,Others,Others,Government Schemes,Call disconnected by the farmer,"प्रिय कृषक बंधू,आपका फ़ोन कटने के कारण बात पूरी नही हो सकी,अतः आप 18001801551 पर दुबारा संपर्क करें।",2025-01-09T16:11:09.657,2025,1
BIHAR,MUZAFFARPUR,SARAIYA,,AGRICULTURE,Others,Others,Government Schemes,"Farmer asked about solar pump related scheme
","किसान भाई सोलर पंप के लिए ब्रेडा के हेल्पलाइन नंबर 1800 345 6204, 0612-2505734. पर संपर्क करें |
",2025-01-09T16:53:59.117,2025,1
BIHAR,MUZAFFARPUR,AURAI,,AGRICULTURE,Drug and Narcotics,Tobacco,	Water Management	,Farmer asked query on Weather,"महोदय जी मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला मुजफ्फरपुर और ब्लॉक औराई  में, 10 जनवरी से 14 जनवरी के बीच वर्षा होने की संभावना नहीं है, आंशिक रूप से बादल छाए रहेंगे । कल  का अपेक्षित अधिकतम तापमान 20°C और न्यूनतम तापमान 12°C है और हवा की गति 3- 7 किलोमीटर प्रति घंटा रहने की संभावना है | मौसम के अनुसार तंबाकू में सिंचाई कर सकते हैं",2025-01-09T18:22:11.96,2025,1
BIHAR,MUZAFFARPUR,GAIGHAT,,AGRICULTURE,Others,Others,Training and Exposure Visits,Query related to Agri Clinic and Agribusiness training,"कृषि क्लिनिक और कृषि व्यवसाय प्रशिक्षण पात्रता मानदंड- कृषि और संबद्ध विषयों में स्नातक और उससे ऊपर का स्तर, जैविक विज्ञान जैसे पर्यावरण विज्ञान, वनस्पति विज्ञान, प्राणी विज्ञान और रसायन विज्ञान, जिसे यूजीसी, आईसीएआर/एसएयू और कृषि और किसान कल्याण मंत्रालय, भारत सरकार द्वारा अनुमोदित अन्य संगठनों द्वारा मान्यता प्राप्त हो।  कृषि और संबद्ध विषयों से संबंधित 60% से अधिक विषय-वस्तु वाले डिप्लोमा पाठ्यक्रम।  कम से कम 55% अंकों के साथ कृषि और संबद्ध विषयों में इंटरमीडिएट पाठ्यक्रम।",2025-01-09T20:09:38.853,2025,1
BIHAR,MUZAFFARPUR,AURAI,,HORTICULTURE,Drug and Narcotics,Tobacco,	Plant Protection	,Query related to control of rot in tabacco,किसान भाई आप अपने तम्बाकू की फसल मैंकोजेब  Mancozeb 75% डब्ल्यूपी की 2 ग्राम मात्रा प्रति लीटर पानी में मिलाकर छिरकाव कर सकते है |,2025-01-10T08:29:48.09,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,AGRICULTURE,Cereals,Wheat,Weed Management,"Query related to dose of (2,4-D ETHYL ESTER 38% EC) in wheat","किसान भाई गेहूं में चौड़े पत्तों वाले खरपतवार नियंत्रण हेतु (2,4-D ETHYL ESTER 38% EC) 500  मि.ली.  को 150 लीटर पानी में घोलकर प्रति एकड़ की दर से प्रयोग करें। ",2025-01-10T09:07:52.713,2025,1
BIHAR,MUZAFFARPUR,BANDRA,,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,"Query Related To Fall Armyworm Control in Maize Crop
","प्रिय किसान बंधु,मक्का के पौधों में सैनीक कीट यानी फॉल आर्मी वर्म किट के प्रकोप के लक्षण नजर आने पर क्लोरपायरीफॉस 50% + सायपरमेथ्रिन 5% ई. सी. @1.5 -2.0 मिली 1लीटर पानी में घोलकर छिडकाव करें आवश्यकता अनुसार 10 से 12 दिन के अंतराल पर दोबारा छिडकाव करें																									",2025-01-10T10:33:21.7,2025,1
BIHAR,MUZAFFARPUR,AURAI,,AGRICULTURE,Millets,Maize (Makka),Weed Management,Query Related Weed Management in maize,किसान भाई आप खरपतवार नियंत्रण के लिए टेंबोट्रियोन 34.4% एससी @115ml 120 लीटर पानी में मिलाकर प्रति एकड़ प्रयोग कर सकते हैं,2025-01-10T19:58:31.993,2025,1
BIHAR,MUZAFFARPUR,KANTI,,AGRICULTURE,Others,Others,Government Schemes,Query about fertilizer licence ,किसान भाई अगर आप उर्वरक का लाइसेंस लेना चाहते हैं तोआपको आत्मा के तहत ट्रेनिंग करना होगा |,2025-01-10T20:36:42.123,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,HORTICULTURE,Vegetables,Potato,Fertilizer Use and Availability,Query about fertilizer dose in potato.,आलू के फसल में मिट्टी चढ़ाते समय 65 kg यूरिया प्रति एकड़ की दर से प्रयोग करें |,2025-01-11T07:36:14.7,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Others,Others,Government Schemes,Query related to eligibility for applying in PM Kisan,"किसान भाई, प्रधानमंत्री किसान सम्मान निधि योजना का लाभ लेने के लिए आवेदक का 18 साल 2019 में योजना शुरू होने से पहले होना अनिवार्य हैं तभी आपको प्रधानमंत्री किसान सम्मान निधि योजना का लाभ मिल पाएगा |",2025-01-11T08:51:36.147,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Others,Others,Government Schemes,Query related to Beneficiary status of PM Kisan.," 
प्रिय कृषक बंधु स्टेटस की जानकारी प्राप्त करने के लिए आप इस लिंक https://pmkisan.gov.in/BeneficiaryStatus_New.aspx पर क्लिक करें | ",2025-01-11T09:33:04.08,2025,1
BIHAR,MUZAFFARPUR,SARAIYA,,AGRICULTURE,Oilseeds,Toria,Nutrient Management,"Query about use of ammonium sulphate  ( Nitrogen 20.5% , Sulphur 23 % ) in mustard (Tori)",किसान भाई तोरी की फसल में अमोनियम सल्फेट 1 से 1.5  किलोग्राम प्रति कट्टा  प्रयोग करे|,2025-01-11T16:25:34.097,2025,1
BIHAR,MUZAFFARPUR,KURHANI,,AGRICULTURE,Others,Others,Government Schemes,Query related to General information about Agricultural Input Subsidy Scheme ?,"किसान भाई कृषि इनपुट अनुदान योजना के बारे में विशेष जानकारी के लिए डी. बी. टी. पोर्टल के हेल्प लाइन 0612-2233555 पर संपर्क करे | 10 बजे से 6 बजे तक (शनिवार, रविवार एवं अवकाश के दिन को छोड़कर) 
",2025-01-11T19:25:27.383,2025,1
BIHAR,MUZAFFARPUR,GAIGHAT,,HORTICULTURE,Fruits,Mango,	Plant Protection	,Query about pre flowering spray in mango.,आम के पेड़ में मंजर निकलने के समय इमिडाक्लेएप्रिड 17.8SL एक मिली लीटर दवा तीन लीटर पानी में और घुलनशील गंधक चूर्ण (सल्फर 80%wdg) 3 ग्राम एक लीटर पानी में घोलकर छिड़काव कर दें।,2025-01-12T08:51:42.353,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Others,Others,Government Schemes,Electricity related questions ..?,महोदय बिजली संबंधित अधिक जानकारी के लिए आप अपने बिजली विभाग में संपर्क करें |,2025-01-12T10:37:29.15,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Query related to Sowing time of Bhindi,"भिंडी की बुआई का समय फरबरी से मार्च में कर सकते हैं |
",2025-01-12T16:14:57.66,2025,1
BIHAR,MUZAFFARPUR,SAKRA,,AGRICULTURE,Drug and Narcotics,Tobacco,	Water Management	,Farmer asked query on Weather,"किसान भाई, मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला- मुजफ्फरपुर के ब्लॉक- सकरा
में 13 जनवरी से 18 जनवरी  के बीच बारिश होने की संभावना नहीं  है आंशिक रूप से  बादल छाए रहेंगे कल का अपेक्षित अधिकतम तापमान 20 डिग्री सेल्सियस और न्यूनतम तापमान 10 डिग्री सेल्सियस और हवा की गति 08 किलोमीटर प्रति घंटा चलने की संभावना है ! मौसम के अनुसार कृषि कार्य करें !
",2025-01-12T16:46:55.417,2025,1
BIHAR,MUZAFFARPUR,GAIGHAT,,HORTICULTURE,Fruits,Mango,	Plant Protection	,Query about First Spray In Mango Before Flowering ,"प्रिय कृषक बंधू आम में पहला छिड़काव मंजर निकलने के पहले, किसी एक अनुशंसित कीटनाशी  से किया जाता है|  पहला छिड़काव इस तरह से किया जाता है कि कीटनाशी पेड़ की छाल के दरारों में छुपे मधुआ कीट तक पहुंचे क्योंकि यह वायुमंडल का तापमान बढ़ने के साथ अपनी संख्या वृद्धि में लग जाती है| 

सल्फर 80% डब्ल्यूडीजी 2 से 3 ग्राम प्रति लीटर पानी मिलाकर छिड़काव करें| 

कीटनाशी इमिडाक्लोप्रिड 17.8 SL @ 1 ml / 3 लीटर पानी को मिलाकर छिड़काव करें| ",2025-01-12T16:53:02.097,2025,1
BIHAR,MUZAFFARPUR,GAIGHAT,,AGRICULTURE,Millets,Maize (Makka),	Water Management	,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला - मुजफ्फरपुर ब्लॉक - मुजफ्फरपुर मे , 13 जनवरी से 17 जनवरी मे आपके क्षेत्र में वर्षा होने की संभावना नहीं है, और आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (25 डिग्री सेल्सियस और न्यूनतम तापमान 14 डिग्री सेल्सियस और हवा की गति 4 किलोमीटर प्रति घंटा) चलने की संभावना है। मौसम के अनुसार फसल की सिंचाई करें|",2025-01-12T16:55:02.913,2025,1
BIHAR,MUZAFFARPUR,AURAI,,HORTICULTURE,Drug and Narcotics,Tobacco,	Plant Protection	,Query related to stem rot of tobacco ,किसान भाई तंबाकू का तना गलन सड़न नियंत्रण के लिए मैंकोजेब इंडोफिल एम 45 फफूंद नाशक दवा का 2 ग्राम मात्रा  प्रति लीटर पानी में घोल बना कर छिड़काव करें।   ,2025-01-13T09:17:27.327,2025,1
BIHAR,MUZAFFARPUR,MUSHAHARI,,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,Query about Fusarium Wilt In Brinjal ,"प्रिय कृषक बंधू बैंगन में उखड़ा रोग के नियंत्रण के लिए कार्बेन्डाजिम 50% डब्ल्यूपी 2 ग्राम प्रति लिटर पानी मिलाकर छिड़काव करें| 

प्रिय कृषक बंधू बैंगन में उखड़ा रोग के नियंत्रण के लिए कॉपर ऑक्सीकॉलोराइड 50% WP 2 ग्राम प्रति लिटर पानी मिलाकर छिड़काव करें| ",2025-01-13T14:59:32.88,2025,1
BIHAR,MUZAFFARPUR,MUSHAHARI,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Query about Sowing time of Bhindi ,प्रिय कृषक बंधू भिंडी के बुआई का समय फरवरी से मार्च में कर सकते हैं| ,2025-01-13T15:01:54.827,2025,1
BIHAR,MUZAFFARPUR,MUSHAHARI,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Query about Variety of okra ( Bhindi ),"भिंडी का उन्नत प्रभेद  :- प्रभनी क्रांति, अर्का अभय, अर्का अनामिका, वर्षा उपहार, के.इस. 312, पंजाब-7, ओक्रा-4, पंत भिंडी -1, काशी प्रगति, काशी विभूति, काशी लीला, रश्मि, पंजाब पद्मिनी, सेलेक्शन-10 

भिंडी का हाइब्रिड प्रभेद :- भवानी, कृष्णा, इंद्रनील, काशी भैरव, काशी महिमा ",2025-01-13T15:03:32.967,2025,1
BIHAR,MUZAFFARPUR,MUSHAHARI,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Query about Variety of okra ( Bhindi ),"भिंडी का उन्नत प्रभेद  :- प्रभनी क्रांति, अर्का अभय, अर्का अनामिका, वर्षा उपहार, के.इस. 312, पंजाब-7, ओक्रा-4, पंत भिंडी -1, काशी प्रगति, काशी विभूति, काशी लीला, रश्मि, पंजाब पद्मिनी, सेलेक्शन-10 

भिंडी का हाइब्रिड प्रभेद :- भवानी, कृष्णा, इंद्रनील, काशी भैरव, काशी महिमा ",2025-01-13T15:03:32.967,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,AGRICULTURE,Millets,Maize (Makka),	Water Management	,Farmer asked query on Weather,"महोदय,मौसम विभाग की पूर्वानुमान के अनुसार आपके जिला-मुजफ्फरपुर ,ब्लॉक-मीनापुर में 13 जनवरी से 17 जनवरी के बीच बारिश की संभावना नहीं है,आंशिक रूप से बदल नूमा मौसम बने रहने की संभावना है न्यूनतम तापमान 13 डिग्री सेल्सियस ,अधिकतम तापमान 22 डिग्री सेल्सियस और हवा की रफ्तार 7 किलोमीटर प्रति घंटे रहने की संभावना है मौसम के अनुसार मक्का की फसल में सिंचाई करें ",2025-01-13T17:01:48.967,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Others,Others,Government Schemes,Farmer Asked About Physical Verification in Pm Kisan Samman Nidhi Yojana ,"प्रिय कृषक बंधू, प्रधानमंत्री किसान सम्मान निधि योजना मे भौतिक सत्यापन करवाना अनिवार्य है,और उसके लिए अपने ब्लॉक के किसान भवन में पंचायत कृषि समन्वयक / पंचायत किसान सलाहकार से संपर्क करें। ",2025-01-13T19:19:09.81,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,HORTICULTURE,Vegetables,Potato,"Water Management, Micro Irrigation",Farmer asked query on Weather,"किसान भाई, मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला-मुज़्ज़फरपुर  ब्लॉक-मीनापुर मे, 14 जनवरी  से 18 जनवरी के बीच बूंदा बांदी से बारिश होने की संभावना नही है, आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान 25 डिग्री सेल्सियस और न्यूनतम तापमान 15  डिग्री सेल्सिय और हवा की गति 6 किलोमीटर प्रति घंटा चलने की संभावना है |मौसम के अनुकूल आलू की सिंचाई करें | 
",2025-01-14T08:19:14.87,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Others,Others,Government Schemes,Query related to helpline number of PM Kisan .,"प्रधानमंत्री किसान सम्मान निधि योजना का हेल्प लाईन नंबर : - 011-24300606, 011-23381092, 1800115526 / 155261 पर संपर्क करे |10 बजे से 6 बजे तक (सोमवार से शुक्रवार तक)",2025-01-14T11:37:09.177,2025,1
BIHAR,MUZAFFARPUR,PAROO,,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA  ?, पीएम किसान योजना की 19वीं किस्त फरवरी (2025) के पहले हफ्ते में आने की उम्मीद है,2025-01-14T14:06:33.257,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,HORTICULTURE,Vegetables,Potato,Cultural Practices,Farmer asked query on Weather,"महोदय,मौसम विभाग की पूर्वानुमान के अनुसार आपके जिला-मुजफ्फरपुर ,ब्लॉक-मीनापुर में 14 जनवरी से 18 जनवरी के बीच बारिश की संभावना नहीं है,आंशिक रूप से बदल नूमा मौसम बने रहने की संभावना है न्यूनतम तापमान 12 डिग्री सेल्सियस ,अधिकतम तापमान 22 डिग्री सेल्सियस और हवा की रफ्तार 7 किलोमीटर प्रति घंटे रहने की संभावना है मौसम के अनुसार आलू की फसल में दवा का छिड़काव करें",2025-01-14T16:03:48.24,2025,1
BIHAR,MUZAFFARPUR,SAKRA,,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला -मुज़्ज़फरपुर , ब्लॉक- सकरा में,अगले 5 दिन तक बारिश होने की संभावना नहींहै आंशिक रूप से बादल छाए रहेंगे | आज का न्यूनतम तापमान 14 डिग्री सेल्सियस और अधिकतम तापमान 24 डिग्री सेल्सियस एवं हवा की गति 6 किलोमीटर प्रति घंटे से रहने के संभावना है | मौसम के अनुसार गेहूं में सिंचाई कर सकते है !
",2025-01-14T19:03:44.593,2025,1
